1.545465727930460389e+03	1.462308458688396968e+03	1.242193554241164293e+03	9.457447539457867833e+02	7.024934635018383915e+02	5.338569108321769363e+02	4.057132572028922937e+02	3.187081730972392961e+02	2.636894661103566477e+02	2.255352970098512060e+02	1.777889202175274761e+02	1.417496550222492715e+02	1.155400754347049741e+02	9.583167804028944659e+01	8.200754527230309066e+01	7.021548424211238171e+01	5.777110756546435510e+01	4.543255216252686068e+01	3.341069629938805718e+01	2.358858414837251871e+01	1.696049116887849095e+01	1.074120333611799438e+01	7.910959898663339374e+00	7.299357764955654915e+00	7.128422569922868490e+00	5.969815811654395787e+00	4.722685073797632249e+00	3.770489576373214025e+00	2.874666618924005324e+00	2.121352637901217975e+00	1.898049709253268880e+00	1.801412618510178643e+00
1.462308458688396968e+03	1.433676998141215336e+03	1.245357437091933662e+03	9.554570710838886498e+02	7.105364739934946101e+02	5.404408581245248797e+02	4.091056193580218974e+02	3.198031131084194953e+02	2.635501679746136006e+02	2.251370289723492988e+02	1.782710741162701140e+02	1.414932001815373610e+02	1.138366859404093532e+02	9.389591187848637333e+01	8.075865117036254048e+01	7.038659775137797681e+01	5.830792060991416292e+01	4.575076226214976316e+01	3.338369585454481125e+01	2.362148232418870109e+01	1.713192621928044446e+01	1.077966345094323763e+01	7.835045414714576495e+00	7.343321285068297399e+00	7.409313480457377921e+00	6.323632369169511769e+00	4.962229689358605533e+00	3.983126778288093028e+00	3.117397898508319720e+00	2.314390877742547037e+00	2.041980908391874294e+00	1.919175917055536695e+00
1.242193554241164293e+03	1.245357437091933662e+03	1.112993222931590935e+03	8.676261503772620927e+02	6.469031243537474438e+02	4.931996606722365186e+02	3.747756533738570397e+02	2.923411470792632940e+02	2.383927487848209807e+02	2.023522204935201501e+02	1.609155779827446509e+02	1.281627323626579198e+02	1.022890553930187139e+02	8.367817991282211665e+01	7.155216409928510757e+01	6.315472310485292695e+01	5.251901391212678760e+01	4.114611362735486466e+01	3.003153570341056167e+01	2.152682063331251783e+01	1.597197108658931342e+01	1.045282332713952123e+01	7.759943551070320744e+00	7.171054780636537451e+00	7.120959068545022141e+00	6.125591521158376906e+00	4.722682190977133487e+00	3.748065322421251899e+00	3.032328244174368415e+00	2.333426051405575130e+00	2.053871994823551983e+00	1.925838865444683412e+00
9.457447539457867833e+02	9.554570710838886498e+02	8.676261503772620927e+02	7.000682374488486630e+02	5.402802393369034917e+02	4.172347406449538880e+02	3.141710283581842873e+02	2.424098037189638717e+02	1.962831532874897391e+02	1.666144444963981357e+02	1.342705798469898753e+02	1.074009314487380635e+02	8.566292165103097034e+01	6.964636792632539652e+01	5.956551405405987509e+01	5.346333329735281126e+01	4.482856936083900479e+01	3.541886656359515229e+01	2.616300299725997291e+01	1.909385392922194313e+01	1.440460356381551499e+01	9.717223082563100078e+00	7.338115657041512030e+00	6.679981654444632433e+00	6.359617515564602641e+00	5.406413064417845860e+00	4.225270040604303112e+00	3.376294367534939500e+00	2.720234393789447314e+00	2.003024009838259900e+00	1.597079883265583256e+00	1.405087740637862126e+00
7.024934635018383915e+02	7.105364739934946101e+02	6.469031243537474438e+02	5.402802393369034917e+02	4.370123848818668648e+02	3.449170378272123116e+02	2.569855512652275706e+02	1.952739923063357992e+02	1.573789536654662982e+02	1.335067032609580338e+02	1.086513174477391317e+02	8.699126560073577252e+01	6.957740513389242665e+01	5.665126307990185239e+01	4.892496709177437708e+01	4.467735962770320413e+01	3.770721371510317255e+01	3.006150219188717543e+01	2.239647251808939288e+01	1.643161255561527767e+01	1.242299473796338560e+01	8.456394832906619641e+00	6.460157253959943446e+00	5.903564385420306593e+00	5.457667842251439083e+00	4.549406657448800573e+00	3.643182794621578680e+00	2.969726790511816095e+00	2.361183589627833701e+00	1.640475277141899335e+00	1.147668120494795163e+00	8.835624443532100747e-01
5.338569108321769363e+02	5.404408581245248797e+02	4.931996606722365186e+02	4.172347406449538880e+02	3.449170378272123116e+02	2.825392316866157216e+02	2.165404850156725161e+02	1.648711640962598040e+02	1.316233475962179966e+02	1.097430088539464776e+02	8.859054345558435273e+01	7.067731285475262837e+01	5.626262378231012917e+01	4.639083801433859122e+01	4.127175545006656421e+01	3.814249307893000207e+01	3.226980351494492538e+01	2.601701390611290421e+01	1.945650587403215681e+01	1.410414601724052197e+01	1.045815848149244864e+01	7.065606260592624643e+00	5.532817798242814611e+00	5.137769221457603841e+00	4.715144924912409330e+00	3.924273075837131586e+00	3.204701826469662507e+00	2.666239592971049177e+00	2.129152795271207932e+00	1.505337789205182908e+00	1.058742995933831033e+00	8.082476556201433349e-01
4.057132572028922937e+02	4.091056193580218974e+02	3.747756533738570397e+02	3.141710283581842873e+02	2.569855512652275706e+02	2.165404850156725161e+02	1.755687745615764470e+02	1.370397036445548054e+02	1.080864491467226998e+02	8.898136087661887927e+01	7.157725622346760019e+01	5.710910332993525174e+01	4.518783496559856871e+01	3.767831540736035834e+01	3.424858656105931232e+01	3.161176517877324699e+01	2.659214758489267894e+01	2.151898136238555637e+01	1.620503072237724140e+01	1.161249053373698992e+01	8.341947078690289175e+00	5.525917401998768241e+00	4.450427574679760134e+00	4.216021683720255098e+00	3.889007740267441893e+00	3.255047065324643274e+00	2.632164588037534614e+00	2.180215637567514797e+00	1.764128657207302719e+00	1.319961217080214855e+00	1.018482420385373066e+00	8.651701908836738619e-01
3.187081730972392961e+02	3.198031131084194953e+02	2.923411470792632940e+02	2.424098037189638717e+02	1.952739923063357992e+02	1.648711640962598040e+02	1.370397036445548054e+02	1.099973354029368977e+02	8.675988800770058162e+01	7.108013278079479846e+01	5.706710909597585868e+01	4.562179696343512347e+01	3.595244168003532792e+01	2.977410424934536337e+01	2.712624865458150225e+01	2.487082944463241319e+01	2.092710153343779567e+01	1.698588684684190397e+01	1.279395758372873360e+01	9.086618844486123336e+00	6.342596420504920118e+00	4.060617717747156519e+00	3.273207537387011978e+00	3.150465157143800266e+00	2.945704330093168011e+00	2.481859664420867251e+00	2.013477626254026820e+00	1.678703348638643345e+00	1.380861481155470250e+00	1.062973057435011137e+00	8.492842022654203404e-01	7.631977081730829671e-01
2.636894661103566477e+02	2.635501679746136006e+02	2.383927487848209807e+02	1.962831532874897391e+02	1.573789536654662982e+02	1.316233475962179966e+02	1.080864491467226998e+02	8.675988800770058162e+01	6.903574259123593038e+01	5.685425234321284904e+01	4.571332947637971955e+01	3.655764475961574078e+01	2.877886283475890394e+01	2.372037090041109053e+01	2.159128820257069492e+01	1.972041226588613938e+01	1.657683913859541747e+01	1.346594774643235581e+01	1.016875234842774844e+01	7.261769434727311179e+00	5.092415292955686290e+00	3.247255912956945156e+00	2.582608383593936630e+00	2.490579112112087490e+00	2.366596947298242437e+00	2.017851028992635687e+00	1.655308041968825306e+00	1.385162315114302434e+00	1.133961445516169286e+00	8.685099466844096172e-01	6.895987376602571439e-01	6.144268066931799499e-01
2.255352970098512060e+02	2.251370289723492988e+02	2.023522204935201501e+02	1.666144444963981357e+02	1.335067032609580338e+02	1.097430088539464776e+02	8.898136087661887927e+01	7.108013278079479846e+01	5.685425234321284904e+01	4.796717857145218034e+01	3.936190875531507061e+01	3.150849779305069021e+01	2.476168411012364601e+01	2.026258697197214431e+01	1.820743019624395842e+01	1.648589660014516767e+01	1.378221412808251678e+01	1.121181364237622269e+01	8.590269964879457376e+00	6.223291374896697370e+00	4.406427404794786007e+00	2.814457486294369204e+00	2.217202538864064376e+00	2.146314224056542042e+00	2.057009546250573084e+00	1.757212944487656303e+00	1.425251788346592052e+00	1.172597421846786503e+00	9.465059562384063874e-01	7.122298554247792346e-01	5.667783412576757884e-01	5.135647677306883763e-01
1.777889202175274761e+02	1.782710741162701140e+02	1.609155779827446509e+02	1.342705798469898753e+02	1.086513174477391317e+02	8.859054345558435273e+01	7.157725622346760019e+01	5.706710909597585868e+01	4.571332947637971955e+01	3.936190875531507061e+01	3.325695043551596086e+01	2.695576506655122628e+01	2.120543713597727375e+01	1.727260381677355383e+01	1.541117043979729573e+01	1.388468929009591157e+01	1.149951603192929817e+01	9.355226550920541229e+00	7.304521358796207231e+00	5.402621599944538389e+00	3.893030139737825301e+00	2.545691366868704897e+00	2.011493790304041074e+00	1.944346253638993716e+00	1.871273576224919521e+00	1.615953534881912956e+00	1.307505801400233647e+00	1.064627392770397973e+00	8.610875121966452550e-01	6.528826111844882041e-01	5.142640107748979172e-01	4.587502812933030860e-01
1.417496550222492715e+02	1.414932001815373610e+02	1.281627323626579198e+02	1.074009314487380635e+02	8.699126560073577252e+01	7.067731285475262837e+01	5.710910332993525174e+01	4.562179696343512347e+01	3.655764475961574078e+01	3.150849779305069021e+01	2.695576506655122628e+01	2.241568295768028207e+01	1.790620774189520503e+01	1.462547425729722406e+01	1.290254236370519791e+01	1.145574073891360101e+01	9.358455732902388746e+00	7.507994946554973126e+00	5.860003593856107251e+00	4.402584667291692178e+00	3.230699517356890649e+00	2.180856682219677545e+00	1.736068197692831161e+00	1.641926025836077052e+00	1.567739555073534463e+00	1.373735385306652956e+00	1.123067756588182142e+00	9.213677524781841432e-01	7.624138087872559533e-01	6.028393592575207460e-01	4.847133571326170398e-01	4.324106202747756700e-01
1.155400754347049741e+02	1.138366859404093532e+02	1.022890553930187139e+02	8.566292165103097034e+01	6.957740513389242665e+01	5.626262378231012917e+01	4.518783496559856871e+01	3.595244168003532792e+01	2.877886283475890394e+01	2.476168411012364601e+01	2.120543713597727375e+01	1.790620774189520503e+01	1.461744914014330732e+01	1.205655261170300463e+01	1.054897418118174102e+01	9.273931273637217032e+00	7.497383213986092976e+00	5.887614636812908309e+00	4.531207608226392125e+00	3.407932012027620861e+00	2.517802217140165055e+00	1.729563501890283739e+00	1.386664375056209986e+00	1.289697176636771969e+00	1.208138450306614597e+00	1.049635528744855550e+00	8.628027850547724809e-01	7.167471827819180685e-01	6.004776335985041458e-01	4.798208580058394013e-01	3.872035126340204192e-01	3.456866808776541400e-01
9.583167804028944659e+01	9.389591187848637333e+01	8.367817991282211665e+01	6.964636792632539652e+01	5.665126307990185239e+01	4.639083801433859122e+01	3.767831540736035834e+01	2.977410424934536337e+01	2.372037090041109053e+01	2.026258697197214431e+01	1.727260381677355383e+01	1.462547425729722406e+01	1.205655261170300463e+01	1.015967959443014834e+01	9.045403828842095706e+00	7.981300973982996538e+00	6.433828743537409522e+00	5.010669721702850410e+00	3.811908952271386486e+00	2.831472600872477763e+00	2.090261316784660650e+00	1.440200649360037666e+00	1.162736305490718713e+00	1.076942072665328043e+00	9.986306141724401453e-01	8.624742747670385290e-01	7.126056852630158200e-01	5.975187163407377211e-01	4.988169711759694591e-01	3.962868555003636883e-01	3.144521511025193394e-01	2.700938377654489297e-01
8.200754527230309066e+01	8.075865117036254048e+01	7.155216409928510757e+01	5.956551405405987509e+01	4.892496709177437708e+01	4.127175545006656421e+01	3.424858656105931232e+01	2.712624865458150225e+01	2.159128820257069492e+01	1.820743019624395842e+01	1.541117043979729573e+01	1.290254236370519791e+01	1.054897418118174102e+01	9.045403828842095706e+00	8.491352469891353394e+00	7.713132824992843695e+00	6.282222475232703829e+00	4.940122647331347316e+00	3.756539776597821234e+00	2.769228152583802505e+00	2.043862947111374506e+00	1.411610299449718608e+00	1.155836600147301052e+00	1.101173992467157081e+00	1.037048041849307989e+00	9.011191714223751870e-01	7.565835605148065746e-01	6.491001755960403852e-01	5.472183399685357497e-01	4.354182559891009441e-01	3.374205372463498498e-01	2.736671153545141566e-01
