0 0 8893.785033013613 0
0 1 8694.585513647296 0
0 2 8287.821218094026 0
0 3 8586.321990906887 0
0 4 8687.29862172373 0
0 5 8685.807372957686 0
0 6 8559.347674803223 0
0 7 8717.301132943605 0
0 8 8528.332758626822 0
0 9 8838.735023569876 0
0 10 8730.898290559195 0
0 11 8750.518407262582 0
0 12 8452.2420539483 0
0 13 8562.363025320017 0
0 14 8518.858518521203 0
0 15 8314.94275262556 0
0 16 8640.684908631756 0
0 17 8412.471768792566 0
1 0 4016.863091077119 0
1 1 3788.8758473173493 0
1 2 3393.7889255815016 0
1 3 3638.66758231356 0
1 4 3814.638031254822 0
1 5 3787.811471125997 0
1 6 3562.891472336957 0
1 7 3838.4728873707 0
1 8 3621.9502124354003 0
1 9 3874.9990009058947 0
1 10 3760.8183280699063 0
1 11 3831.9243626277794 0
1 12 3519.5352860521034 0
1 13 3636.4728573603634 0
1 14 3588.7746146330433 0
1 15 3431.121512195392 0
1 16 3788.661494614551 0
1 17 3518.336629264765 0
2 0 1657.0232570260855 0
2 1 1457.6214980044142 0
2 2 1132.62834931324 0
2 3 1362.4871589593783 0
2 4 1572.484399601386 0
2 5 1527.7563030174906 0
2 6 1275.6806356506943 0
2 7 1637.4306171080048 0
2 8 1367.0675908554076 0
2 9 1570.091308103575 0
2 10 1460.9278497928854 0
2 11 1510.011309674334 0
2 12 1239.1263448547932 0
2 13 1388.5174656111863 0
2 14 1342.7796333919418 0
2 15 1201.3962724127825 0
2 16 1538.4578473929314 0
2 17 1277.2103156991757 0
3 0 994.6366463337329 0
3 1 890.2747646410505 0
3 2 625.198859800772 0
3 3 836.1109433866699 0
3 4 984.8349412195184 0
3 5 966.7226389231728 0
3 6 766.5938207580419 0
3 7 1115.7618065318816 0
3 8 865.3604768117248 0
3 9 1020.4578424805568 0
3 10 937.2184095385519 0
3 11 936.3865123956591 0
3 12 717.7810869995424 0
3 13 862.1933379703903 0
3 14 852.5190683970382 0
3 15 722.2421744363412 0
3 16 970.8824886351765 0
3 17 749.3008199081831 0
4 0 716.2189496370705 0
4 1 674.2397681039546 0
4 2 457.9863168816896 0
4 3 615.7260695396849 0
4 4 727.4954425861879 0
4 5 709.0953687875578 0
4 6 572.795884346782 0
4 7 845.7235268756963 0
4 8 690.2061250289635 0
4 9 766.0425849561501 0
4 10 744.4900315907054 0
4 11 701.8418743457336 0
4 12 515.9998485854062 0
4 13 635.9000598920375 0
4 14 651.4930409552101 0
4 15 554.6213639857832 0
4 16 737.9627836180874 0
4 17 541.0362619919733 0
5 0 578.2413436811155 0
5 1 549.9455065111607 0
5 2 375.69570620670544 0
5 3 500.2565271439988 0
5 4 597.8404689255078 0
5 5 559.0315212487773 0
5 6 467.9532978627466 0
5 7 698.7359427633132 0
5 8 586.3744608519418 0
5 9 596.6917960643245 0
5 10 599.3800072058089 0
5 11 564.6424019621518 0
5 12 401.89934290960997 0
5 13 516.1198933068542 0
5 14 528.1368541735396 0
5 15 458.7864860423731 0
5 16 595.3231832780936 0
5 17 439.02729558092454 0
6 0 489.125561711817 0
6 1 439.31349822289246 0
6 2 313.4020485401224 0
6 3 439.51369527000617 0
6 4 484.0158120583365 0
6 5 463.40878739686525 0
6 6 378.37296830637223 0
6 7 585.3936609259606 0
6 8 477.99813009402374 0
6 9 470.91230193385417 0
6 10 468.14888662425983 0
6 11 475.4990744733052 0
6 12 328.2042057038508 0
6 13 436.7486658361374 0
6 14 452.5980619867018 0
6 15 383.30839458660773 0
6 16 483.8218489981034 0
6 17 360.07335187726545 0
7 0 405.87598614344347 0
7 1 343.18637941631874 0
7 2 256.7242695247837 0
7 3 376.39281157330885 0
7 4 391.8335572730241 0
7 5 380.056209541378 0
7 6 298.70844191785653 0
7 7 457.66823451829987 0
7 8 385.05946627016374 0
7 9 393.55806769453426 0
7 10 383.59697319290933 0
7 11 405.6953942606078 0
7 12 269.8241489958481 0
7 13 387.22956877747544 0
7 14 394.5064880729858 0
7 15 312.4864879638201 0
7 16 386.1588091465635 0
7 17 301.92925180357236 0
8 0 336.6808511892416 0
8 1 281.58642529102383 0
8 2 207.31829167628507 0
8 3 304.2169921997383 0
8 4 315.8425465962805 0
8 5 309.6949114937564 0
8 6 237.8933325206816 0
8 7 361.5927446087245 0
8 8 291.4159823126031 0
8 9 325.2162424919462 0
8 10 320.4499719354618 0
8 11 334.50123125284864 0
8 12 225.06071044361377 0
8 13 331.56652896925493 0
8 14 319.7311115785617 0
8 15 255.7244655491504 0
8 16 309.1878790690663 0
8 17 256.72878758894745 0
9 0 292.5375035171903 0
9 1 230.5502092582976 0
9 2 167.2951009097213 0
9 3 257.7559943708194 0
9 4 254.80381617092976 0
9 5 247.86891627172005 0
9 6 194.79809461526997 0
9 7 292.9421850665076 0
9 8 214.50881364304203 0
9 9 267.4179207584864 0
9 10 263.9008262705516 0
9 11 279.33422260162683 0
9 12 186.45190695238725 0
9 13 270.97563827779084 0
9 14 260.0248934470219 0
9 15 215.99556083189336 0
9 16 253.75625172250437 0
9 17 214.10209528074023 0
10 0 245.8782591390377 0
10 1 187.30174273748088 0
10 2 138.48590375713167 0
10 3 219.75928431308535 0
10 4 216.4978911762875 0
10 5 196.68269953019217 0
10 6 161.04154378151844 0
10 7 239.58421623802212 0
10 8 164.13369009036 0
10 9 213.1279099730712 0
10 10 214.19683837947358 0
10 11 232.18338145615064 0
10 12 160.78301241502928 0
10 13 221.35451833034148 0
10 14 205.1188920496819 0
10 15 182.00216364054472 0
10 16 215.37615978256298 0
10 17 176.72416234202177 0
11 0 202.9400292591844 0
11 1 148.68635501647222 0
11 2 109.4347743868893 0
11 3 188.67458792649336 0
11 4 186.71560971858975 0
11 5 154.68481375712054 0
11 6 132.38865142018187 0
11 7 201.70320601516283 0
11 8 133.5473554626226 0
11 9 171.5724137786875 0
11 10 177.8521872149401 0
11 11 187.20746672789562 0
11 12 138.0486919726506 0
11 13 182.03278603829247 0
11 14 166.48305082373543 0
11 15 155.60087564483806 0
11 16 184.82649272843568 0
11 17 143.10667329151994 0
12 0 162.93278109906223 0
12 1 118.92330828292401 0
12 2 85.80081493656088 0
12 3 164.8133200272562 0
12 4 154.04194178565717 0
12 5 125.96324400744668 0
12 6 113.0492507942029 0
12 7 163.40315323736615 0
12 8 115.70734666328917 0
12 9 142.8984190317504 0
12 10 151.37264260406158 0
12 11 152.881076517758 0
12 12 114.66685998362684 0
12 13 147.88717578419812 0
12 14 143.5420711888462 0
12 15 135.14385153288669 0
